virus_name	viral_acc	evidence	report_host	host_taxid	host_lineage	host_tax_rank
Vibrio phage SIO-2	NC_016567	RefSeq	Vibrio sp.	678	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage SSP002	NC_041910	RefSeq	Vibrio vulnificus	672	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage Thalassa	NC_042095	RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage USC-1	NC_048779	RefSeq	Vibrio alginolyticus	663	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage ValB1MD-2	NC_055862	NCBI Virus, RefSeq	Vibrio alginolyticus	663	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage ValKK3	NC_028829	RefSeq	Vibrio alginolyticus NBRC 15630 = ATCC 17749	1219076	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group; Vibrio alginolyticus	strain
Vibrio phage Valm-yong1	NC_049477	RefSeq	Vibrio alginolyticus	663	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VBM1	NC_020850	RefSeq	Vibrio parahaemolyticus RIMD 2210633	223926	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group; Vibrio parahaemolyticus	strain
Vibrio phage VBP32	NC_020868	RefSeq	Vibrio parahaemolyticus RIMD 2210633	223926	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group; Vibrio parahaemolyticus	strain
Vibrio phage VBP47	NC_020848	RefSeq	Vibrio parahaemolyticus RIMD 2210633	223926	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group; Vibrio parahaemolyticus	strain
Vibrio phage vB_VchM-138	NC_019518	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage vB_VchM_Kuja	NC_048827	RefSeq	Vibrio cholerae O1	127906	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae	serogroup
Vibrio phage vB_VpaM_MAR	NC_019722	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage vB_VpaP_KF1	NC_048035	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage vB_VpaP_KF2	NC_048036	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage vB_VpaS_MAR10	NC_019713	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage vB_VpaS_OWB	NC_048167	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage vB_VpS_PG07	NC_048041	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage vB_VspP_pVa5	NC_049379	RefSeq	Vibrio splendidus	29497	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage Vc1	NC_047746	RefSeq	Vibrio sp.	678	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage VCO139	NC_049350	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage VCY-phi	NC_016162	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage VEJphi	NC_012757	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage VEN	NC_047903	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage Vf12	NC_005949	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VFJ	NC_021562	RefSeq	Vibrio cholerae O139	45888	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae	serogroup
Vibrio phage VfO3K6	NC_002362	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VfO4K68	NC_002363	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VGJ	NC_004736	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage VH7D	NC_023568	NCBI Virus, RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VHML	NC_004456	RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VP2	NC_005879	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage VP3	JQ780163	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage VP4B	NC_042136	RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VP5	NC_005891	Literature	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VP585	NC_027981	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage Vp670	NC_047803	RefSeq	Vibrio alginolyticus	663	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VP93	NC_012662	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VpKK5	NC_026610	NCBI Virus, RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VPMS1	NC_021776	NCBI Virus, RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VPp1	KJ936628	NCBI Virus, RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage VPUSM 8	NC_022747	NCBI Virus	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage VPUSM 8	NC_022747	RefSeq	Vibrio cholerae O1	127906	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae	serogroup
Vibrio phage VSK	NC_003327	RefSeq	Vibrio cholerae O139	45888	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae	serogroup
Vibrio phage VSKK	AF452449	RefSeq	Vibrio cholerae O139	45888	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae	serogroup
Vibrio phage VspSw_1	NC_048151	RefSeq	Vibrio sp.	678	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage VvAW1	NC_020488	NCBI Virus, RefSeq	Vibrio vulnificus	672	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage X29	NC_024369	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage YC	NC_048709	RefSeq	Vibrio coralliilyticus P1	909421	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio coralliilyticus	strain
Vibrio virus 2019VC1	NC_054898	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio virus CTXphi	KJ619459	Literature, NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio virus fs1	NC_004306	NCBI Virus, RefSeq	Vibrio cholerae O139	45888	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae	serogroup
Vibrio virus K139	AF125163	Literature	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio virus K139	AF125163	Literature, NCBI Virus, RefSeq	Vibrio cholerae O139	45888	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae	serogroup
Vibrio virus vB_VspP_SBP1	NC_055784	RefSeq	Vibrio sp.	678	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio virus Vf33	NC_005948	NCBI Virus, RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio virus VP882	NC_009016	NCBI Virus, RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio virus VpV262	NC_003907	NCBI Virus, RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibriophage phi-pp2	JN849462	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Weissella phage phiYS61	NC_018270	NCBI Virus, RefSeq	Weissella cibaria	137591	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Weissella	species
Weissella phage WCP30	NC_031101	NCBI Virus, RefSeq	Weissella sp.	1896315	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Weissella	species
Xanthomonas citri phage CP2	NC_020205	NCBI Virus, RefSeq	Xanthomonas citri	346	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas citri group	species
Xanthomonas phage Carpasina	NC_047962	RefSeq	Xanthomonas campestris	339	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas phage f20-Xaj	NC_030928	RefSeq	Xanthomonas arboricola pv. juglandis	195709	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage f30-Xaj	NC_030937	RefSeq	Xanthomonas arboricola pv. juglandis	195709	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage FoX1	NC_055835	NCBI Virus	Xanthomonas campestris	339	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas phage FoX1	NC_055835	RefSeq	Xanthomonas campestris pv. campestris	340	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage FoX2	NC_055836	NCBI Virus	Xanthomonas campestris	339	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas phage FoX2	NC_055836	RefSeq	Xanthomonas campestris pv. campestris	340	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage FoX3	NC_055837	NCBI Virus	Xanthomonas campestris	339	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas phage FoX3	NC_055837	RefSeq	Xanthomonas campestris pv. campestris	340	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage FoX4	NC_055839	NCBI Virus	Xanthomonas campestris	339	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas phage FoX4	NC_055839	RefSeq	Xanthomonas campestris pv. campestris	340	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage FoX5	NC_055838	NCBI Virus	Xanthomonas campestris	339	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas phage FoX5	NC_055838	RefSeq	Xanthomonas campestris pv. campestris	340	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage KPhi1	NC_054460	Literature, NCBI Virus, RefSeq	Xanthomonas euvesicatoria	456327	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas phage phi Xc10	NC_047840	RefSeq	Xanthomonas sp.	29446	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas phage phiL7	NC_012742	RefSeq	Xanthomonas campestris pv. campestris	340	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage RiverRider	NC_048703	RefSeq	Xanthomonas fragariae	48664	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas phage vB_XveM_DIBBI	NC_017981	RefSeq	Xanthomonas vesicatoria	56460	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas phage XacF1	AB910602	RefSeq	Xanthomonas citri	346	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas citri group	species
Xanthomonas phage XAJ24	NC_047762	RefSeq	Xanthomonas arboricola pv. juglandis	195709	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage Xf109	NC_043028	RefSeq	Xanthomonas oryzae ATCC 35933	1313303	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas oryzae	strain
Xanthomonas phage Xf409	NC_055055	RefSeq	Xanthomonas oryzae pv. oryzicola	129394	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage Xoo-sp2	NC_052966	NCBI Virus, RefSeq	Xanthomonas oryzae pv. oryzae	64187	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage Xp15	NC_007024	RefSeq	Xanthomonas campestris pv. pelargonii	91612	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage XPP1	NC_054458	NCBI Virus, RefSeq	Xanthomonas oryzae pv. oryzae	64187	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas phage XPV1	NC_054459	NCBI Virus, RefSeq	Xanthomonas oryzae pv. oryzae	64187	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas virus Cf1c	NC_001396	NCBI Virus, RefSeq	Xanthomonas campestris	339	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas virus CP1	NC_019933	NCBI Virus, RefSeq	Xanthomonas citri	346	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; Xanthomonas citri group	species
Xanthomonas virus phiXaf18	NC_054461	NCBI Virus, RefSeq	Xanthomonas vesicatoria	56460	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas virus XcP1	NC_048147	NCBI Virus, RefSeq	Xanthomonas campestris pv. campestris	340	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	strain
Xanthomonas virus Xop411	NC_009543	NCBI Virus, RefSeq	Xanthomonas oryzae	347	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xanthomonas virus Xp10	NC_004902	NCBI Virus, RefSeq	Xanthomonas oryzae	347	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas	species
Xylella phage Paz	NC_022982	NCBI Virus, RefSeq	Xylella fastidiosa	2371	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	species
Xylella phage Prado	NC_022987	RefSeq	Xylella fastidiosa	2371	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	species
Xylella phage Salvo	NC_042345	Literature, RefSeq	Xylella fastidiosa	2371	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	species
Xylella phage Sano	NC_042344	Literature, RefSeq	Xylella fastidiosa	2371	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	species
Xylella phage Xfas53	NC_013599	NCBI Virus, RefSeq	Xylella fastidiosa	2371	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella	species
Yersinia phage Berlin	NC_008694	RefSeq	Yersinia pestis	632	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex	species
Yersinia phage fHe-Yen3-01	NC_047805	Literature, RefSeq	Yersinia enterocolitica	630	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	species
Yersinia phage fHe-Yen3-01	NC_047805	Literature	Yersinia intermedia	631	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	species
Yersinia phage fHe-Yen3-01	NC_047805	Literature	Yersinia bercovieri	634	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	species
Yersinia phage fHe-Yen3-01	NC_047805	Literature	Yersinia kristensenii	28152	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	species
Yersinia phage fHe-Yen3-01	NC_047805	Literature	Yersinia frederiksenii	29484	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	species
Yersinia phage fHe-Yen3-01	NC_047805	Literature	Yersinia mollaretii	33060	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	species
Yersinia phage fHe-Yen9-01	NC_055716	Literature, NCBI Virus, RefSeq	Yersinia enterocolitica	630	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	species
Yersinia phage fHe-Yen9-01	NC_055716	Literature	Yersinia intermedia	631	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	species
Yersinia phage fHe-Yen9-01	NC_055716	Literature	Yersinia bercovieri	634	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	species
Yersinia phage fHe-Yen9-01	NC_055716	Literature	Yersinia kristensenii	28152	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	species
Yersinia phage fHe-Yen9-01	NC_055716	Literature	Yersinia frederiksenii	29484	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	species
Yersinia phage fHe-Yen9-01	NC_055716	Literature	Yersinia aleksiciae	263819	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	species
Yersinia phage fPS-2	NC_054943	Literature	Yersinia pseudotuberculosis	633	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex	species
Yersinia phage fPS-53	NC_047936	Literature	Yersinia enterocolitica (type O:3)	34051	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	serotype
Yersinia phage fPS-54-ocr	NC_047937	Literature	Yersinia enterocolitica (type O:3)	34051	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	serotype
Yersinia phage fPS-59	NC_047935	Literature	Yersinia enterocolitica (type O:3)	34051	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia enterocolitica	serotype
