virus_taxid
1977403
46014
1589747
1416009
1416008
1589748
1589746
2767570
2591403
1610509
1664246
1664247
2796514
2591039
2591041
2591042
2591043
2591048
437444
1732173
1732174
235266
235266
300186
300186
346881
346882
346883
346884
512792
512792
309181
693629
315953
1229761
2010329
889876
2500826
1235824
2015804
2500827
762660
760732
760939
2178927
154784
1187128
1647373
1735582
1458669
2301662
1970374
1970374
1970374
1970374
1792222
1406779
691318
1698439
1229760
1406780
1916127
2053604
2059857
1243183
1481186
2686308
2315466
2315467
2315458
2686290
2686303
2666257
2686289
1837876
1605379
2690230
2315468
1481187
1932886
1932885
2315601
2016049
2016049
2016050
2016050
2678937
2678937
2126803
1701807
1701807
1701808
1852629
2269366
2269366
2016052
2016052
2016053
2655002
2655002
1983409
1965454
1983525
1505225
1221835
1628721
1628720
1628720
1560342
1049283
279006
2880361
2880361
338473
279303
1913112
1913112
2163976
2588097
2588515
2588098
2588518
2588520
2588517
2588099
2163978
2163979
2880362
1198014
1198013
2053701
1747286
1747286
2138298
2138299
2026082
2026082
2026113
2026113
2024208
2024208
2776735
2776735
1204516
2507411
2591030
2591031
2591032
2591033
1505227
1978922
879628
879630
1141132
754050
926067
2608321
1127514
2420320
233894
321023
115987
260149
393598
1157339
1932713
1932713
700542
1032474
1032474
1032473
1032473
683735
1161931
2024261
2024262
2024264
279383
2729541
1300004
1300004
1300004
1300004
1300005
1300005
1300005
1300005
1300006
1300006
1300006
1300006
1300007
1300007
1300007
1300007
2704031
2016032
1357732
2099336
1927013
1927013
1927013
1927013
1927013
416419
2713256
2015853
2027883
1772291
2419946
2484217
1796994
2015815
1772293
2488953
1701798
2419949
1772294
1772295
2015834
2419950
2419951
1698361
2419955
1772296
2686080
2419956
1772326
2743905
1772297
1772298
2499003
1897428
1772300
2047760
1772302
1772327
1772303
2419958
2315608
1796995
2419959
1796996
2794944
1772304
2653270
1772305
2488780
2015860
2499008
2599828
2499009
2743906
1772307
2484218
2015839
1796997
2656526
2015865
1897429
2419965
2024282
1772310
1772328
1772311
1772314
2250416
2024283
2510495
1772315
1772319
2599838
2047867
1414742
1566993
2593333
2499021
1772322
2015873
2419970
2603257
1503929
1920526
467481
458639
2785079
2880539
2880537
2880538
1815509
1698451
1141133
1126949
1567487
236750
2756144
1296654
1296654
57477
294382
1136534
1118064
584892
1126950
1129192
1126951
1983461
1983461
1983461
1983461
1852564
1406781
2880540
1527469
1445810
1445811
1277886
1277886
1277886
1277886
1277886
1277886
1136731
2283013
2283013
1194641
1486657
1406783
2072797
347966
1391188
2880541
1792245
1873341
1873341
1805948
1873999
2500808
2500809
2500810
2777318
1776293
2880542
1486658
1486658
1690431
345922
345922
2884419
2884420
2679898
2679898
347962
359962
359962
359962
1273743
307240
2884421
1406785
2736266
1981931
1981931
1981931
1981931
1981931
1486660
1486660
2884422
1498212
1296655
2023949
2591398
1873998
2023950
1540090
1309583
1796993
1540091
1805950
10753
1805951
1805952
1406786
1406786
1406786
1597966
1540092
1675598
1161901
2884423
1868598
1868598
1868599
1868599
1075161
225725
225726
10717
2884424
1643324
1643324
1643326
1643326
1204533
1357713
207656
1124578
1805953
547228
1406789
1406789
1406789
1540093
1406787
10757
1909400
1909400
2884426
1805954
1837830
1837830
1837830
1837830
1837830
1983413
1983413
1983413
1983413
1983413
1983413
1983413
1296656
1796992
1285382
1285382
1406790
941058
1792032
1792032
2884427
1406791
10724
1610832
1406792
1406792
1610833
1874002
2884430
2884430
2795746
565140
1382932
1690456
1690456
1690456
1690456
1308863
2419618
1195072
1759525
1775140
2593638
2662127
2662128
1933063
1933063
1933063
1933063
1933063
1933063
1933063
1933063
1807511
1807511
1807511
2315470
2565501
2884431
1445809
2022474
1734382
764595
1510440
2885908
2885908
2283012
2801480
663237
1805956
396034
10778
1985178
66797
66797
2495532
2495532
2495532
2495532
340054
2664196
2905721
1589751
2905681
2905681
2662138
2662138
2592161
2592161
2592161
1589753
1105171
99179
2301731
2709317
2710495
1035662
1127515
145579
2713242
2713243
263375
263374
2885909
1916123
1916124
1916125
1916126
2029657
1296661
1296662
1296660
1296660
1691954
1296659
1296658
1691955
1691958
2591411
2027888
857312
764562
764561
1718278
1718278
1718278
1718278
1718278
1718278
1308869
1308869
1308869
1308869
1401446
1401446
1401446
1401446
1308870
1308870
1133293
1133293
1133293
1277895
1277895
1277895
1308871
1308871
1308871
1133292
1277893
1277893
1277893
1636201
2883943
348137
2883944
2883945
2883946
279530
2883949
2886897
437329
2886898
2886899
2881392
242861
2881397
2530032
2530033
1514988
1432428
1432428
1432428
1432428
1437328
1673729
1437329
2881398
2716322
1401297
910474
557289
910475
910473
335797
335797
335797
2767578
2767579
2881399
2881400
2781364
2781364
2881401
2883940
2883941
2883942
1235712
1282994
1133022
1132026
332032
2696356
1470458
1470458
1470459
1470459
1470460
1470461
1470461
1470462
1470462
2881391
1229752
1229752
1340809
2885911
2885915
1541686
1904491
722417
990550
2283269
2283270
1211640
2283271
2283272
1357714
2024607
1701809
767473
1675600
1675601
1211641
1211642
1204537
1211643
1211644
1197951
1327981
1327976
1327969
1327979
1327987
1327992
1327992
1328030
1328030
1327990
1327980
1327972
1327982
1327982
1327995
1327995
1327983
1327983
1327997
1327997
1327970
1327984
1327971
1327977
1327999
1327993
756279
1327973
1327975
1327974
1327985
756281
1328028
1327968
1328029
1328029
756280
756282
105154
225067
225067
225067
225067
313629
90963
2003327
1986029
2267237
2267236
1455075
1455076
1622234
1673887
1701810
1675602
1675603
1527524
1540094
1540095
1701846
1610508
2716727
2716728
2315629
1805464
1805465
1805466
1805467
2885922
1871313
2079276
2079275
2653507
686439
1406793
2849703
2849704
12336
1868595
1868594
1411095
2420237
1983541
2175605
926066
2883936
1128071
190478
1147137
1582150
1582151
1582152
1582149
1032362
1582153
1582154
1582155
864178
1437363
1042122
673376
1042123
541865
1162304
1042124
1162305
1567009
1567010
1567011
1567012
1567013
1567014
1567015
1567016
871584
1582156
1204534
1582157
1204535
1187894
396359
1162306
2316154
1305708
262071
559189
765765
765765
2588499
28358
2047868
2047869
2588501
2301600
2483719
2588502
384848
2052821
2052822
2015851
2301601
2591204
2588503
2588504
2047871
1176422
1327037
1162295
1195085
1327934
1162290
2496544
1712539
1712539
1712539
1712539
1712539
1410331
984175
984186
1073754
947842
2200756
2729575
1684115
1892569
1327935
1141138
1141135
1141136
1885242
1873954
2699738
1141137
1498011
1264737
1264737
1073767
1983784
889951
889953
889954
445692
444876
1589733
434346
434346
658401
1278402
1278479
1278485
687803
536464
682650
682651
1048189
1137745
616674
536472
536473
749413
1647385
665032
1563661
1698708
2163630
2320191
2320192
2320193
2163631
1477406
2283029
2382310
2283031
2283033
1091052
1477404
1477404
1815983
1815983
1498169
1498169
1965368
2419942
945083
1391659
1537091
1244857
1244856
1264700
1608310
1325372
2734128
2283015
1864622
709484
1636313
1636314
1636315
942016
2483604
2070180
1150990
2137745
2886900
1871712
2108137
1455074
1587520
1701257
1682394
1147139
2340712
1864623
2696340
254397
1468411
1651202
1651196
1651196
196242
1206313
414970
539221
101570
10863
1357825
1340813
1340814
12017
12018
1222338
1651199
1206300
1147143
1147144
155148
489829
1273714
1090133
1414766
1610836
1610837
1610838
1651198
12021
1235640
1235640
1508658
1147149
1147156
1147150
1147151
1147152
2282412
10682
1567486
10713
948870
1273706
103807
10658
10658
10658
10658
10658
10658
10658
10658
69608
69608
10692
69609
69609
134822
1112578
10693
697289
697290
69610
69610
36339
697291
69612
69612
10844
1524881
1225789
55884
12027
221029
10759
857277
10666
1075774
876449
2163887
2163889
2163890
2163891
2315471
2163886
1147155
97081
936054
936054
489828
564886
1147158
1197935
2315797
2763102
2763102
2759198
1476978
1173135
1647400
1498168
1958912
1932891
442493
977801
2736188
2736189
1204540
627087
1486428
1597976
1640885
1926594
2712942
767806
2419745
2698989
2315766
2583507
2719592
1432658
1445858
1718158
1351735
1416012
2172042
2233540
2577028
2719593
2488858
2696337
2601638
663241
2218497
947379
673832
673833
673834
673835
673836
673837
673838
673839
2218498
2050964
2030922
2030923
2030924
2070197
1871692
1073766
1161939
2500558
2546633
2546634
2546621
2546622
2546618
2546619
2546620
2546625
2546624
2546623
2546626
1747288
1747351
2501743
2683673
2175688
2175687
2601631
2546635
2546627
2546628
2546629
2546630
2546631
2546632
2546636
2283014
1747289
1747326
1747287
2234084
2501744
2562559
2587819
1458851
2719594
418443
2163633
2530027
1429768
1429767
947843
2014586
2182346
1407608
2678601
1883375
1131315
2601643
2593268
925983
925986
925985
557393
1564096
1401669
1029988
2178928
2178928
925984
1051674
2099338
1051676
2201424
1883370
1883379
1883371
1815986
2060127
1883372
1883373
1883374
1883377
1815987
2026080
1815988
1815989
1983553
1958956
1051673
2070198
1051675
2283026
2283025
2267653
1675317
1508672
1508673
1508674
1508678
1508680
1508681
1555202
532076
1598146
1115653
1115653
2681630
669008
1391428
2716351
2716352
2716350
2716354
1837842
10730
10730
2696375
2696376
1216926
2696379
10849
2696383
2499909
1655305
1655314
66711
1983463
2696385
1527519
532074
1458848
1052121
1416027
2340716
1735565
2234093
2340717
1610828
2886902
2024330
1527506
665033
2014434
2696389
482822
1567007
2681606
2048061
2663325
2099356
1258572
2025815
2720215
2720215
1852630
1604356
1604355
1498172
1981499
1204521
1204522
1204523
2576882
2025816
532075
2175169
2015807
2083276
2053563
2696393
1527514
1883200
2070200
2886918
1881104
1897495
2696339
2847073
2053671
2315486
1446490
2696397
2315695
2315695
1131317
10843
1755695
1883202
2182345
2696401
2696402
2589652
2596677
2696404
2681618
432198
1147145
432200
432201
1147142
1147148
1147146
1147147
906669
906668
2681617
1965367
1237364
1527531
1654926
2079317
2530019
511969
10868
698728
1054834
1239384
1536597
1327956
1340750
2886922
2681620
1147722
1772219
1772218
576790
293178
576789
344021
698486
698487
698488
698489
698490
1436889
2218499
2742949
2742953
2742956
2742957
2562235
2315628
2301650
1788294
1307804
2590400
2589658
1147157
1147153
1147154
489779
2547246
2448909
12022
2743961
2681603
2681603
1675606
2696426
1837930
1604876
2340719
2886925
2886925
2528528
2696431
2696432
1237159
2020879
2479933
2886926
2886926
2681594
1572753
1572754
1660365
1660368
1273738
1498170
1837875
2714735
2047782
1229753
926589
448384
1458706
1655307
1970776
1777059
1048207
1965366
2679905
451705
2507234
2886927
1141519
1965465
1718606
343516
1852638
1540097
1649239
1649240
2508206
2789016
2681599
31533
2887182
50948
12353
1590550
2498616
2496550
1540098
2234080
2108115
2108115
2488654
1720493
1720494
1720496
1720497
1720498
1720500
1720504
1720495
2562456
2184265
2268589
2496545
2681619
10845
2005047
1983789
2005048
194949
1718669
2492962
2695836
10760
2697536
2697537
2697539
2696449
1124654
1124654
1124655
2892339
2696450
2696451
2696452
2696455
2696456
979726
1837867
2696458
1916098
1981500
399183
2576484
1541883
2079315
2081604
2144176
2178932
2178932
1815590
1555238
1567026
2500761
2500761
1495285
2601675
1141141
1873990
1636202
2420240
669875
1970797
2502301
2502306
2502303
2508179
2508181
2502409
2724310
2508180
2508194
2184699
2508177
2750851
1391224
2041347
2508195
1567027
1567028
1567029
700939
2508193
2508192
866553
1141139
1933107
1933108
1933110
1054461
1933111
1395983
1391223
2233775
1519788
2126819
2576500
2026130
2697005
2047801
1933412
1141140
1416028
1416030
2681605
1416031
1933774
2496547
1446489
2508189
2508174
2496546
2507711
1852563
2591407
1983554
2496549
2769808
2315527
2315580
2776821
2696460
1837931
2681595
1054480
576791
1567004
1932889
2079534
1897641
194948
1506453
1506453
1508671
1873778
10707
10707
329853
1567006
39804
10869
1245890
187764
344022
2250214
10710
2686049
2686050
2686053
2686055
1977402
329852
2047761
2047761
10679
2844217
2844218
2844219
2844220
2844221
2844222
2844224
39803
329381
45406
115991
355246
624134
10665
2282173
2053697
2608320
2070181
2070182
2070183
2070184
2070185
2070188
2070186
2070187
294631
1792272
1814279
1792273
1325731
908819
1033977
2023716
1792274
1814280
1814281
1814282
1814283
1814284
1740108
1814285
1814286
1814287
1814288
2801477
2686242
2686244
2743781
2743801
2743829
2743829
2743826
2743826
2686245
2686246
2686247
2686250
2686251
2686258
2686263
2686266
2686268
2686270
2686273
2686277
2686278
2686279
1458858
2530024
1640977
1458842
365048
1965361
447909
1572712
2047788
2079413
2483665
2301561
2301695
2250319
2759389
2588127
2507862
2301692
1821548
2656529
2762397
1838061
2591205
1887641
2588128
2743907
1821549
2591111
2047830
1821551
2483666
2047831
2483667
2793696
1838062
1838063
2079564
1838064
2530116
2315529
1887643
1887644
2301538
2588132
2601686
2759393
1838065
1838066
2656532
1887645
2250390
2588489
2283286
1838067
2794946
2507858
2713262
1821552
2315530
2656534
2725634
1887646
2572526
2652412
2079280
2079415
2483668
2301602
2250320
2250392
2483669
1647469
2591208
2483670
2315531
1887647
2599843
1647470
1647284
1647471
1647472
1647285
1647286
1622190
2562192
1622191
1622192
1109710
1647473
1622193
981323
981323
981323
981323
981323
319522
1647474
1100814
1100814
1100814
1100814
1100814
1100814
1647475
1821553
2047872
1887648
2301696
1821554
2510506
2653273
2182360
2743985
2653716
2762400
