virus_name	viral_acc	report_host	gcf	find_taxrank
Salmonella phage vB_SenS_SB28	NC_054638	Salmonella enterica	GCF_000006945.2	species
Salmonella phage vB_SenS_SB28	NC_054638	Salmonella enterica subsp. enterica serovar Typhi	GCF_001173525.2	no rank
Salmonella phage vB_Se_STGO-35-1	NC_054648	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage vB_SnwM_CGG4-1	NC_031065	Salmonella enterica subsp. enterica serovar Newport	GCF_003581245.2	no rank
Salmonella phage vB_SPuM_SP116	NC_027329	Salmonella enterica	GCF_000006945.2	species
Salmonella phage vB_SpuP_Spp16	NC_047941	Salmonella enterica	GCF_000006945.2	species
Salmonella phage Vi II-E1	NC_010495	Salmonella enterica	GCF_000006945.2	species
Salmonella phage Vi06	NC_015271	Salmonella enterica subsp. enterica serovar Typhi	GCF_001173525.2	no rank
Salmonella phage yarpen	NC_048863	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage YSP2	NC_047898	Salmonella enterica subsp. enterica serovar Pullorum	GCF_003606225.1	no rank
Salmonella phage ZCSE2	NC_048179	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella virus BTP1	NC_042346	Salmonella enterica	GCF_000006945.2	species
Salmonella virus Chi	NC_021315	Salmonella enterica	GCF_000006945.2	species
Salmonella virus Chi	NC_025442	Salmonella enterica	GCF_000006945.2	species
Salmonella virus Fels2	NC_010463	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	GCF_000006945.2	strain
Salmonella virus FSLSP030	NC_021779	Salmonella enterica subsp. enterica serovar Dublin	GCF_002266085.2	no rank
Salmonella virus FSLSP088	NC_021780	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella virus iEPS5	NC_021783	Salmonella enterica	GCF_000006945.2	species
Salmonella virus iEPS5	NC_021783	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella virus KFS-SE2	NC_054641	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella virus P22	NC_002371	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella virus SP126	NC_042066	Salmonella enterica	GCF_000006945.2	species
Salmonella virus SP6	NC_004831	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella virus SPC35	NC_015269	Escherichia coli	GCF_000008865.2	species
Salmonella virus SPC35	NC_015269	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella virus Stitch	NC_027297	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella virus ViI	NC_015296	Salmonella enterica subsp. enterica serovar Typhi	GCF_001173525.2	no rank
Salmonella virus VSe12	NC_048794	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella virus VSt472	NC_054644	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Serratia phage 2050H2	NC_047844	Serratia marcescens	GCF_003516165.1	species
Serratia phage BF	NC_041917	Serratia marcescens	GCF_003516165.1	species
Serratia phage CHI14	NC_041996	Serratia sp. ATCC 39006	GCF_000463345.2	species
Serratia phage Eta	NC_021563	Serratia marcescens	GCF_003516165.1	species
Serratia phage JS26	NC_053012	Serratia sp. ATCC 39006	GCF_000463345.2	species
Serratia phage KpYy_1_41	NC_052991	Klebsiella pneumoniae	GCF_000240185.1	species
Serratia phage Moabite	NC_048792	Serratia marcescens	GCF_003516165.1	species
Serratia phage MTx	NC_048759	Serratia marcescens	GCF_003516165.1	species
Serratia phage Muldoon	NC_049464	Serratia marcescens	GCF_003516165.1	species
Serratia phage MyoSmar	NC_048800	Serratia marcescens	GCF_003516165.1	species
Serratia phage Parlo	NC_048758	Serratia marcescens	GCF_003516165.1	species
Serratia phage PhiZZ30	NC_054938	Serratia sp. ATCC 39006	GCF_000463345.2	species
Serratia phage PS2	NC_024121	Serratia marcescens	GCF_003516165.1	species
Serratia phage SM9-3Y	NC_047774	Serratia marcescens	GCF_003516165.1	species
Serratia phage vB-Sru-IME250	NC_042047	Serratia rubidaea	GCF_016026735.1	species
Serratia phage vB_SmaA_3M	NC_048736	Serratia marcescens	GCF_003516165.1	species
Serratia phage vB_SmaM_ 2050HW	NC_048668	Serratia marcescens	GCF_003516165.1	species
Serratia phage X20	NC_055728	Serratia sp. ATCC 39006	GCF_000463345.2	species
Shewanella phage Spp001	NC_023594	Shewanella putrefaciens	GCF_016406325.1	species
Shewanella phage SppYZU05	NC_047824	Shewanella putrefaciens	GCF_016406325.1	species
Shewanella sp. phage 1/4	NC_025436	Shewanella sp. 4	GCF_020511155.1	species
Shigella phage 75/02 Stx	NC_029120	Shigella sonnei	GCF_013374815.1	species
Shigella phage Ag3	NC_013693	Shigella boydii	GCF_016726285.1	species
Shigella phage Buco	NC_048174	Shigella flexneri	GCF_000006925.2	species
Shigella phage CM8	NC_054939	Escherichia coli BL21	GCF_014263375.1	strain
Shigella phage DS8	NC_054650	Shigella flexneri	GCF_000006925.2	species
Shigella phage EP23	NC_016566	Shigella sonnei	GCF_013374815.1	species
Shigella phage JK16	NC_049814	Escherichia coli DH5[alpha]	GCF_000008865.2	species
Shigella phage JK45	NC_054940	Escherichia coli DH5[alpha]	GCF_000008865.2	species
Shigella phage MK-13	NC_049455	Shigella boydii	GCF_016726285.1	species
Shigella phage phi25-307	NC_055734	Shigella sonnei	GCF_013374815.1	species
Shigella phage POCJ13	NC_025434	Shigella flexneri 2a	GCF_000006925.2	serotype
Shigella phage pSb-1	NC_023589	Shigella boydii	GCF_016726285.1	species
Shigella phage pSf-1	NC_021331	Shigella flexneri	GCF_000006925.2	species
Shigella phage pSf-2	NC_026010	Shigella flexneri	GCF_000006925.2	species
Shigella phage pSs-1	NC_025829	Shigella sonnei	GCF_013374815.1	species
Shigella phage Sd1	NC_047847	Shigella dysenteriae	GCF_022354145.1	species
Shigella phage Sd1	NC_047847	Escherichia coli B	GCF_001559615.2	strain
Shigella phage Sf11 SMD-2017	NC_054636	Shigella flexneri	GCF_000006925.2	species
Shigella phage Sf12	NC_047848	Shigella flexneri	GCF_000006925.2	species
Shigella phage Sf12	NC_047848	Escherichia coli B	GCF_001559615.2	strain
Shigella phage Sf13	NC_042017	Shigella flexneri	GCF_000006925.2	species
Shigella phage Sf14	NC_042075	Shigella flexneri	GCF_000006925.2	species
Shigella phage Sf17	NC_042076	Shigella boydii	GCF_016726285.1	species
Shigella phage Sf17	NC_042076	Shigella flexneri	GCF_000006925.2	species
Shigella phage Sf21	NC_042077	Shigella flexneri	GCF_000006925.2	species
Shigella phage Sf21	NC_042077	Shigella sonnei	GCF_013374815.1	species
Shigella phage Sf21	NC_042077	Escherichia coli K-12	GCF_000005845.2	strain
Shigella phage Sf22	NC_042039	Shigella boydii	GCF_016726285.1	species
Shigella phage Sf22	NC_042039	Shigella dysenteriae	GCF_022354145.1	species
Shigella phage Sf22	NC_042039	Shigella flexneri	GCF_000006925.2	species
Shigella phage Sf22	NC_042039	Shigella sonnei	GCF_013374815.1	species
Shigella phage Sf23	NC_054941	Shigella boydii	GCF_016726285.1	species
Shigella phage Sf23	NC_054941	Shigella dysenteriae	GCF_022354145.1	species
Shigella phage Sf23	NC_054941	Shigella flexneri	GCF_000006925.2	species
Shigella phage Sf24	NC_042078	Shigella flexneri	GCF_000006925.2	species
Shigella phage Sf6	NC_005344	Shigella flexneri	GCF_000006925.2	species
Shigella phage SfII	NC_021857	Shigella flexneri	GCF_000006925.2	species
Shigella phage SfIV	NC_022749	Shigella flexneri	GCF_000006925.2	species
Shigella phage SfMu	NC_027382	Shigella flexneri	GCF_000006925.2	species
Shigella phage SFN6B	NC_047929	Shigella flexneri	GCF_000006925.2	species
Shigella phage SFPH2	NC_048025	Shigella flexneri	GCF_000006925.2	species
Shigella phage SHBML-50-1	NC_031085	Shigella sonnei	GCF_013374815.1	species
Shigella phage Shf125875	NC_025437	Shigella flexneri	GCF_000006925.2	species
Shigella phage Shfl2	NC_015457	Shigella flexneri	GCF_000006925.2	species
Shigella phage SHFML-11	NC_030953	Shigella sonnei	GCF_013374815.1	species
Shigella phage SHFML-26	NC_031011	Shigella sonnei	GCF_013374815.1	species
Shigella phage SHSML-45	NC_031022	Shigella sonnei	GCF_013374815.1	species
Shigella phage SHSML-52-1	NC_031090	Shigella sonnei	GCF_013374815.1	species
Shigella phage SP18	NC_014595	Shigella sonnei	GCF_013374815.1	species
Shigella phage Ss-VASD	NC_028685	Shigella sonnei	GCF_013374815.1	species
Shigella phage SSP1	NC_047881	Shigella sonnei	GCF_013374815.1	species
Shigella phage vB_SflS-ISF001	NC_047863	Shigella flexneri	GCF_000006925.2	species
Shigella phage VB_Ship_A7	NC_048180	Shigella flexneri	GCF_000006925.2	species
Shigella phage vB_SsoS-ISF002	NC_041995	Shigella sonnei	GCF_013374815.1	species
Shigella phage vB_SsoS_008	NC_048150	Shigella sonnei	GCF_013374815.1	species
Shigella virus 2019SD1	NC_049820	Shigella dysenteriae	GCF_022354145.1	species
Shigella virus Sf6	AF547987	Shigella flexneri	GCF_000006925.2	species
Shigella virus Sfin-3	NC_049831	Shigella flexneri	GCF_000006925.2	species
Shigella virus Shfl1	NC_015456	Shigella flexneri	GCF_000006925.2	species
Silicibacter phage DSS3phi2	NC_012697	Ruegeria pomeroyi DSS-3	GCF_000011965.2	strain
Sinorhizobium phage ort11	NC_049469	Sinorhizobium meliloti	GCF_000346065.1	species
Sinorhizobium phage PBC5	NC_003324	Sinorhizobium meliloti	GCF_000346065.1	species
Sinorhizobium phage phiM12	NC_027204	Sinorhizobium meliloti	GCF_000346065.1	species
Sinorhizobium phage phiM7	NC_041929	Sinorhizobium meliloti	GCF_000346065.1	species
Sinorhizobium phage phiM9	NC_028676	Sinorhizobium meliloti	GCF_000346065.1	species
Sinorhizobium phage phiN3	NC_028945	Sinorhizobium meliloti	GCF_000346065.1	species
Sodalis phage phiSG1	NC_007902	Sodalis glossinidius str. 'morsitans'	GCF_900004845.1	strain
Sodalis phage SO1	NC_013600	Sodalis glossinidius	GCF_900004845.1	species
Sphingomonas phage PAU	NC_019521	Sphingomonas paucimobilis	GCF_016027095.1	species
Sphingomonas phage Scott	NC_048029	Sphingomonas paucimobilis	GCF_016027095.1	species
Spiroplasma phage C74	NC_003793	Spiroplasma citri	GCF_001886855.1	species
Spiroplasma phage C74	NC_003793	Spiroplasma melliferum	GCF_005222125.1	species
Spiroplasma phage R8A2B	NC_001365	Spiroplasma citri	GCF_001886855.1	species
Spiroplasma virus SkV1CR23x	NC_009987	Spiroplasma kunkelii	GCF_001274875.1	species
Spiroplasma virus SpV4	NC_003438	Spiroplasma melliferum	GCF_005222125.1	species
Staphylococcus phage 23MRA	NC_028775	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage 2638A	NC_007051	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage 3 AJ-2017	NC_048644	Staphylococcus aureus subsp. aureus COL	GCF_000012045.1	strain
Staphylococcus phage 3MRA	NC_028917	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage 66	NC_007046	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage 676Z	NC_047724	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage 6ec	NC_024355	Staphylococcus epidermidis	GCF_006094375.1	species
Staphylococcus phage A3R	NC_047723	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage A5W	NC_047728	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage Andhra	NC_047813	Staphylococcus epidermidis RP62A	GCF_000011925.1	strain
Staphylococcus phage B166	NC_028859	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage B236	NC_028915	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage BP39	NC_031046	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage CNPx	NC_031241	Staphylococcus epidermidis	GCF_006094375.1	species
Staphylococcus phage CSA13	NC_048159	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage DW2	NC_024391	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage Fi200W	NC_047725	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage G15	NC_019448	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage GRCS	NC_023550	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage Henu2	NC_054980	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage HSA84	NC_054974	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage IME-SA1	NC_047729	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage IME-SA118	NC_047731	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage IME-SA119	NC_047732	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage IME-SA2	NC_047730	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage IME-SA4	NC_029025	Staphylococcus haemolyticus	GCF_001611955.1	species
Staphylococcus phage IME1348_01	NC_055036	Staphylococcus epidermidis	GCF_006094375.1	species
Staphylococcus phage IME1361_01	NC_048657	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage ISP	NC_047720	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage JD007	NC_019726	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage JS01	NC_021773	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage LH1	NC_055041	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage LSA2366	NC_055916	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage MCE-2014	NC_025416	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage MSA6	NC_047726	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage P108	NC_025426	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage P1105	NC_048636	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage P240	NC_055042	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage P282	NC_048634	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage P4W	NC_047727	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage P630	NC_048635	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage P68	NC_004679	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage P954	NC_013195	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage Pabna	NC_048107	Staphylococcus aureus subsp. aureus RN4220	GCF_018732165.1	no rank
Staphylococcus phage phi 11	AF424781	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phi 12	NC_004616	Staphylococcus aureus subsp. aureus NCTC 8325	GCF_000013425.1	strain
Staphylococcus phage phi2958PVL	NC_011344	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phi5967PVL	NC_019921	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phi7401PVL	NC_020199	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phiBU01	NC_026016	Staphylococcus aureus HIP07256	GCF_000013425.1	species
Staphylococcus phage phiIBB-SEP1	NC_041928	Staphylococcus epidermidis	GCF_006094375.1	species
Staphylococcus phage phiJB	NC_028669	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phiN315	NC_004740	Staphylococcus aureus subsp. aureus N315	GCF_000009645.1	strain
Staphylococcus phage phiNM3	NC_008617	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phiNM4-gamma4	KP209285	Staphylococcus aureus subsp. aureus str. Newman	GCF_002310435.1	strain
Staphylococcus phage phiPVL-CN125	NC_012784	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phiRS7	NC_022914	Staphylococcus saprophyticus	GCF_007814115.1	species
Staphylococcus phage phiSa119	NC_025460	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phiSA12	NC_023573	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phiSa2wa_st1	NC_055045	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phiSa2wa_st121mssa	NC_055049	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phiSa2wa_st22	NC_048681	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phiSa2wa_st30	NC_055047	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phiSa2wa_st5	NC_055046	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phiSa2wa_st78	NC_055048	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage phiSA_BS2	NC_047948	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage Portland	NC_055814	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage PSa3	NC_047855	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage PT1028	NC_007045	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage PVL	NC_002321	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage ROSA	NC_007058	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage S13'	AB626963	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage S24-1	NC_016565	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage S25-3	NC_022920	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage S25-4	NC_022918	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage SA1	NC_027991	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage SA1014ruMSSAST7	NC_048710	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage SA12	NC_021801	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage SA13	NC_021863	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage SA137ruMSSAST121PVL	NC_055043	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage SA345ruMSSAST8	NC_048713	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage SA46-CL1	NC_055802	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage SA5	NC_047721	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage SA7	NC_048658	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage SA75	NC_054975	Staphylococcus aureus subsp. aureus RN4220	GCF_018732165.1	no rank
Staphylococcus phage SA780ruMSSAST101	NC_048711	Staphylococcus aureus	GCF_000013425.1	species
Staphylococcus phage SA97	NC_029010	Staphylococcus aureus subsp. aureus RN4220	GCF_018732165.1	no rank
Staphylococcus phage SAP-2	NC_009875	Staphylococcus aureus	GCF_000013425.1	species
